ID,Título,Esfera,Status de Funcionamento,Tipo,Temática,Estado,Município,Site Oficial,Link no MuseusBR
81114,Museu de Arte Naïf,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,São José do Rio Preto,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81114
81115,Museu do Queijo Coalho,PRIVADA – Associação,Aberto,Clássico/Tradicional,História,PE,Garanhuns,http://www.itep.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81115
81116,Museu de História Natural de Alegrete,PRIVADA – Associação,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",RS,Alegrete,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81116
81117,Museu Frei Germano Citeroni,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,BA,Salvador,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81117
81118,Museu Histórico e Cultural Fermino Gomercindo Grando,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,Erval Grande,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81118
81119,Memorial da Província Sul,PRIVADA – Organização Religiosa,Aberto,Museu de Território/Ecomuseu,"Artes, arquitetura e linguística",PR,Araucária,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81119
81121,Memorial do Município de Pontal do Paraná,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Pontal do Paraná,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81121
81122,Museu do Instituto Histórico e Geográfico Brasileiro,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RJ,Rio de Janeiro,http://www.ihgb.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81122
81123,Museu da Associação Nacional dos Veteranos da Força Expedicionária Brasileira - Seção Regional Resende,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RJ,Resende,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81123
81124,Museu Regional do Livro - Univates (Unidade Integrada Vale do Taquari de Ensino Superior),PRIVADA – Fundação,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RS,Lajeado (Rio Grande do Sul),http://www.univates.br/biblioteca/museu-regional-do-livro,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81124
81125,Museu Histórico de Ciências da Fundação Ezequiel Dias,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",MG,Belo Horizonte,http://www.funed.mg.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81125
81126,Museu de Ciências Naturais - Torres,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",RS,Torres,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81126
81127,Museu do Café - Três Pontas,PRIVADA – Empresa,Aberto,Clássico/Tradicional,História,MG,Três Pontas,http://www.oportaldocafe.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81127
81128,Ecomuseu da Picada,PRIVADA – Não informada,Aberto,Museu de Território/Ecomuseu,"Ciências exatas, da terra, biológicas e da saúde",RS,Rio Grande,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81128
81129,Museu da Cachaça - Lagoa do Carro,PRIVADA – Não informada,Aberto,Clássico/Tradicional,Produção de bens e serviços,PE,Lagoa do Carro,http://www.museudacachaca.com.br/museu.html,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81129
81130,Museu de Zoologia e Ornitologia José Hidasi,PÚBLICA – Municipal,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",GO,Goiânia,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81130
81131,Museu Olavo Cardoso,PÚBLICA – Municipal,Fechado,- NÃO INFORMADO -,- NÃO INFORMADO -,RJ,Campos dos Goytacazes,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81131
81132,Museu Raymundo Fernandes da Fonseca,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SE,Boquim,http://www.boquim.se.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81132
81133,Núcleo de Memória do Sistema FIEB,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,BA,Salvador,http://www.fieb.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81133
81134,Museu dos Clubes de Caça e Tiro,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,SC,Blumenau,http://www.museuclubesdecacaetiro.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81134
81135,Instituto Museu da Família,PRIVADA – Não informada,Aberto,Virtual,História,PR,Maringá,http://www.museudafamilia.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81135
81136,Museu Fragmentos do Tempo,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,RS,Mata,http://www.netwizard.com.br/museu,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81136
81137,Museu Histórico de Bela Vista,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,MS,Bela Vista,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81137
81138,Casa da Sesmaria,PRIVADA – Não informada,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,Mococa,http://www.casadasesmaria.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81138
81139,Museu Olívio Otto,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,GO,Carazinho,https://www.museuoliviootto.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81139
81140,Parque Estadual do Pico do Itambé,PÚBLICA – Estadual/Distrital,Aberto,Unidade de conservação da natureza,"Ciências exatas, da terra, biológicas e da saúde",MG,Diamantina,http://www.lef.mg.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81140
81141,Museu Comunitário Almiro Theobaldo Muller,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,SC,Itapiranga (Santa Catarina),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81141
81142,Museu Histórico de Sertanópolis,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Sertanópolis,http://www.sertanopolis.pr.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81142
81143,Museu Histórico Antônio de Azevedo Maia,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RN,Jardim do Seridó,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81143
81144,Associação Cultural Museu Militar Brasileiro,PRIVADA – Associação,Aberto,Clássico/Tradicional,História,RS,Panambi,http://museumilitarpanambi.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81144
81145,Museu Municipal de Arte Sacra Dom Paulo Libório,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,PI,Teresina,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81145
81146,Museu Histórico de Cametá,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PA,Cametá,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81146
81147,Casa da Cultura Nair Mendes Moreira - Museu Histórico de Contagem,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MG,Contagem,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81147
81148,Museu Histórico do Município de Ribeirão Claro,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Ribeirão Claro,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81148
81149,Museu Comunitário: Casa de Câmara e Cadeia,PRIVADA – Associação,Aberto,Clássico/Tradicional,História,CE,Uruburetama,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81149
81150,Memorial Presidente Tancredo Neves,PRIVADA – Não informada,Fechado,Clássico/Tradicional,História,MG,São Lourenço,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81150
81151,Casa da Memória e Cemitério do Imigrante de Joinville,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SC,Joinville,http://www.joinvillecultural.sc.gov.br/home.php?page=9,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81151
81152,Museu Histórico Municipal de São José - Gilberto Gerlach,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SC,São José,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81152
81153,Memorial dos Prefeitos,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RJ,Paraíba do Sul,http://www.paraibanet.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81153
81154,Museu do Remo,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PE,Recife,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81154
81155,Observatório Municipal de Campinas Jean Nicolini,PÚBLICA – Municipal,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",SP,Campinas,http://observatorio.campinas.sp.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81155
81156,Casa da Memória de Mongaguá,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,SP,Mongaguá,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81156
81157,Museu Histórico Municipal de Nova Petrópolis,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RS,Nova Petrópolis,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81157
81158,Museu Paleontológico Otaviano Florentino Ritir,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,AL,Maravilha (Alagoas),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81158
81159,Parque Estadual das Várzeas do Rio Ivinhema,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,MS,Campo Grande (Mato Grosso do Sul),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81159
81160,Museu Histórico Joaquim Vicente de Souza,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,PR,Siqueira Campos,http://www.siqueiracampos.pr.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81160
81161,Museu dos Capuchinhos - MUSCAP,PRIVADA – Associação,Aberto,Clássico/Tradicional,História,RS,Caxias do Sul,http://www.muscap.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81161
81162,Colônia Villa Nova,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,RS,Caraá,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81162
81164,Fundação Vera Chaves Barcellos,PRIVADA – Fundação,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RS,Viamão,https://fvcb.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81164
81163,Museu de Arte Sacra da Universidade Federal da Bahia,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",BA,Salvador,http://www.mas.ufba.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81163
81165,Memorial da Cervejaria Bohemia,PRIVADA – Não informada,Fechado,- NÃO INFORMADO -,- NÃO INFORMADO -,RJ,Petrópolis,http://www.bohemia.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81165
81166,Centro Cultural da Bíblia,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,RJ,Rio de Janeiro,http://www.sbb.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81166
81167,Museu da Polícia Militar de Santa Catarina Major Lara Ribas,PÚBLICA – Estadual/Distrital,Fechado,Clássico/Tradicional,História,SC,Florianópolis,http://www.pm.sc.gov.br/institucional/historia/museu.html,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81167
81168,Museu Histórico Municipal de Cristais,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MG,Cristais,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81168
81169,Casa da Cultura Ivan Marrocos,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RO,Porto Velho,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81169
81170,Museu Municipal Olindo Feldkircher,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,Selbach,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81170
81171,Museu da Cachaça - Catanduva,PRIVADA – Empresa,Aberto,Clássico/Tradicional,História,SP,Catanduva,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81171
81172,Parque Estadual do Monge,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Lapa,http://www.iap.pr.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81172
81173,Museu da Saudade,PARTICULAR,Fechado,Clássico/Tradicional,História,ES,Guaçuí,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81173
81174,Museu Solar Ferreiro Torto,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RN,Macaíba,http://www.prefeiturademacaiba.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81174
81175,Museu Municipal de São Jorge do Ivaí,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,São Jorge do Ivaí,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81175
81176,Museu do Instituto Biológico,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",SP,São Paulo,http://www.biologico.sp.gov.br/museu.php,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81176
81177,Museu Ferroviário de Santa Maria,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,Santa Maria (Rio Grande do Sul),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81177
81178,Ecomuseu da Ilha da Pólvora - Universidade Federal do Rio Grande (FURG),PÚBLICA – Federal,Aberto,Museu de Território/Ecomuseu,"Ciências exatas, da terra, biológicas e da saúde",RS,Rio Grande,http://www.museu.furg.br/eco-museu-da_ilha-da-polvora.html,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81178
81180,"Fundação Museu de História, Pesquisa e Arqueologia do Mar",PRIVADA – Fundação,Aberto,Clássico/Tradicional,História,SP,São Sebastião (São Paulo),http://www.fundacaomar.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81180
81181,Museu de Ciências Naturais - Viamão,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",RS,Viamão,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81181
81182,Memorial Amazônico da Navegação,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,Meios de comunicação e transporte,PA,Belém (Pará),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81182
81183,Memorial da Mata Atlântica - Universidade Federal da Bahia,PÚBLICA – Federal,Fechado,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",BA,Salvador,http://www.ufba.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81183
81184,Memorial Serpro - Regional Porto Alegre,PÚBLICA – Federal,Aberto,Clássico/Tradicional,História,RS,Porto Alegre,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81184
81185,Museu da Mantiqueira (virtual),PRIVADA – Não informada,Aberto,Virtual,História,SP,São Bento do Sapucaí,https://soundcloud.com/museudamantiqueira,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81185
81186,Museu de Geologia da Universidade Estadual de Maringá,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",PR,Maringá,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81186
81187,Casa da Ecologia - Instituto Pau Brasil de História Natural,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,SP,Arujá,http://www.institutopaubrasil.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81187
81188,Caixa Cultural Curitiba,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",PR,Curitiba,https://www.caixacultural.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81188
81189,Jardim Botânico da Fundação Zoobotânica do Rio Grande do Sul,PÚBLICA – Estadual/Distrital,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",RS,Porto Alegre,http://www.fzb.rs.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81189
81190,Museu Municipal de Colorado,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Colorado (Paraná),http://www.colorado.pr.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81190
81191,Sala Memória de Porto Acre,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,AC,Porto Acre,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81191
81192,Museu da Polícia Militar de Mato Grosso Coronel Pm Rr Ubaldo Monteiro da Silva,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,MT,Cuiabá,http://www.museudapmmt.blogspot.com,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81192
81193,Arma - Galeria de Artes,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PA,Marabá,http://www.artistasvisuaisarma.blogspot.com,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81193
81194,Museu Engenho Jundiá,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PE,Vicência,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81194
81195,Museu da Santa Casa,PRIVADA – Não informada,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",RJ,Valença (Rio de Janeiro),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81195
81196,Espaço Cultural Estação Férrea Várzea Grande,PÚBLICA – Municipal,Aberto,Museu de Território/Ecomuseu,Meios de comunicação e transporte,RS,Gramado,http://www.gramado.rs.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81196
81197,Museu Universo Compesa,MISTA,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",PE,Recife,https://servicos.compesa.com.br/museuuniversocompesa/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81197
81198,Instituto Moreira Salles - Centro Cultural,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,SP,São Paulo,http://www.ims.uol.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81198
81199,Museu Vivo de História Local da Faculdade de Ciências Humanas de Curvelo,PRIVADA – Empresa,Aberto,Clássico/Tradicional,História,MG,Curvelo,http://www.facic.br/museuvivo,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81199
81200,Museu Casa de Anita,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SC,Laguna,https://www.laguna.sc.gov.br/estruturaorganizacional/hotsite/index/codHotsite/7873,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81200
81201,Museu das Artes Gráficas,PARTICULAR,Fechado,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,São Paulo,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81201
81202,Acervo Municipal Governador Doutor Francelino Pereira dos Santos,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MG,Miraí,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81202
81203,Museu Arqueológico do Parque Estadual de Vila Rica do Espírito Santo,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Fênix,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81203
81204,Museu Eco-cultural Monte Olimpo,PRIVADA – Associação,Aberto,Museu de Território/Ecomuseu,História,CE,Meruoca,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81204
81205,Museu de Arte Sacra do Convento de Santo Antônio,PRIVADA – Organização Religiosa,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",PB,João Pessoa,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81205
81206,Parque Estadual do Prosa,PÚBLICA – Estadual/Distrital,Aberto,Unidade de conservação da natureza,"Ciências exatas, da terra, biológicas e da saúde",MS,Campo Grande (Mato Grosso do Sul),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81206
81207,Memorial Major José Tenório,PRIVADA – Não informada,Fechado,Clássico/Tradicional,História,AL,Boca da Mata,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81207
81208,Museu Casa Costa e Silva,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RS,Taquari,http://www.taquari-rs.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81208
81209,Museu da Indumentária e da Moda (virtual),PRIVADA – Não informada,Aberto,Virtual,História,SP,São Paulo,http://www.mimo.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81209
81210,Museu de Ciências Naturais do Parque Estadual de Dois Irmãos,PÚBLICA – Estadual/Distrital,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",PE,Recife,http://www.portaisgoverno.pe.gov.br/web/parque-dois-irmaos/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81210
81211,Museu Histórico Municipal de São Caetano do Sul,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,São Caetano do Sul,http://www.fpm.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81211
81212,Museu Drogasil,PRIVADA – Não informada,Fechado,- NÃO INFORMADO -,- NÃO INFORMADO -,SP,São Paulo,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81212
81213,Museu São Pedro de Alcântara,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,ES,Mimoso do Sul,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81213
81214,Museu Amsterdam Sauer,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RJ,Rio de Janeiro,http://www.amsterdamsauer.com,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81214
81215,Centro Cultural e Comunitário Ezequiel Ronchi,PRIVADA – Associação,Aberto,Clássico/Tradicional,História,ES,Marechal Floriano,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81215
81216,Museu Memorial Noronhense,PÚBLICA – Municipal,Aberto,Museu de Território/Ecomuseu,História,PE,Fernando de Noronha,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81216
81217,Museu Público Municipal de Santo Augusto,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,Santo Augusto,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81217
81218,Casa de Cultura Jorge Amado,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,BA,Ilhéus,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81218
81219,Casa da Imagem e Memória,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,São Borja,http://www.urcamp.tche.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81219
81220,Espaço Grupo RBS,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,Porto Alegre,http://www.gruporbs.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81220
81221,Acervo Cultural Eugênio Penzo,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,MS,Antônio João,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81221
81222,Museu do Motor - Universidade Federal do Rio Grande do Sul,PÚBLICA – Federal,Aberto,Clássico/Tradicional,Meios de comunicação e transporte,RS,Porto Alegre,https://www.ufrgs.br/museudomotor/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81222
81223,Museu Casa de Rondon,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RO,Vilhena,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81223
81224,Museu dos Ferroviários de Araguari,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MG,Araguari,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81224
81225,Museu Ferroviário de Valença,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,Meios de comunicação e transporte,RJ,Valença (Rio de Janeiro),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81225
81226,Casa Memorial Governador Régis Pacheco,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,BA,Vitória da Conquista,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81226
81227,Museu do Santuário do Caraça,PRIVADA – Organização Religiosa,Aberto,Clássico/Tradicional,História,MG,Catas Altas,http://www.santuariodocaraca.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81227
81228,Fundação Museu do Zebu Edilson Lamartine Mendes,PRIVADA – Fundação,Aberto,Clássico/Tradicional,História,MG,Uberaba,http://www.abcz.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81228
81229,Museu de Arte Contemporânea de Goiás - MAC,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",GO,Goiânia,http://www.ccon.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81229
81230,Museu Municipal Ricardo Martins Szsesz Filho,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,PR,Piraí do Sul,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81230
81231,Museu Arqueológico Municipal São José do Cedro,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,SC,São José do Cedro,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81231
81232,Museu Municipal Dico Quirino,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MS,Paranaíba,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81232
81233,Instituição Evangélica de Novo Hamburgo,PRIVADA – Não informada,Aberto,Clássico/Tradicional,Antropologia e arqueologia,RS,Novo Hamburgo,http://www.ienh.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=81233
