ID,Título,Esfera,Status de Funcionamento,Tipo,Temática,Estado,Município,Site Oficial,Link no MuseusBR
80119,Casa da Cultura Dide Brandão,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",SC,Itajaí,http://www.casadacultura.worpress.com,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80119
80120,Museu Sacro João XXIII,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,RN,Macaíba,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80120
80121,Museu Paranaense de Ciências Forenses,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,Defesa e segurança pública,PR,Curitiba,https://www.policiacientifica.pr.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80121
117440,Museu da Cultura Hip Hop RS,PRIVADA – Associação,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RS,Porto Alegre,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=117440
80122,"Museu Histórico, Antropológico, Arqueológico e Oceanográfico de Torres",PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RS,Torres,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80122
80123,Museu Gramado Minerais e Pedras Preciosas,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,Canela,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80123
80124,Museu Centro de Valorização da Cultura Ibiapinense,PRIVADA – Não informada,Fechado,Clássico/Tradicional,"Educação, esporte e lazer",CE,Ibiapina,http://cevaciong.blogspot.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80124
80125,Parque Estadual Matas do Segredo,PÚBLICA – Estadual/Distrital,Aberto,Unidade de conservação da natureza,"Ciências exatas, da terra, biológicas e da saúde",MS,Campo Grande (Mato Grosso do Sul),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80125
80126,Memorial do Porto - Estação das Docas,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,PA,Belém (Pará),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80126
80127,Museu do IMIP (Instituto de Medicina Integral Professor Fernando Figueira),PRIVADA – Fundação,Aberto,Clássico/Tradicional,História,PE,Recife,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80127
80128,Museu Histórico de Itapeva,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,SP,Itapeva (São Paulo),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80128
80129,Museu Imperial,PÚBLICA – Federal,Aberto,Clássico/Tradicional,História,RJ,Petrópolis,http://museuimperial.museus.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80129
80131,Museu Municipal Dita Lima,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,GO,Caldazinha,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80131
80132,Museu da Joia,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,Limeira,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80132
80130,Museu do Gonzagão,PARTICULAR,Aberto,Clássico/Tradicional,História,PE,Exu,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80130
80134,Museu Municipal Marechal Bormann,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SC,Xanxerê,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80134
80135,Museu Histórico Lauro da Escóssia,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RN,Mossoró,http://www.prefeiturademossoro.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80135
80133,Museu Flamengo,PRIVADA – Associação,Aberto,Clássico/Tradicional,"Educação, esporte e lazer",RJ,Rio de Janeiro,https://museuflamengo.com/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80133
80136,Sala Montserrat Caballé,PARTICULAR,Aberto,Clássico/Tradicional,História,RS,Pelotas,http://www.inbraja.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80136
80137,Museu do Bonde,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,Meios de comunicação e transporte,RJ,Rio de Janeiro,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80137
80138,Museu do Esporte de Itapira José de Oliveira Barretto Sobrinho,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Educação, esporte e lazer",SP,Itapira,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80138
80139,Museu Teatro Amazonas,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,AM,Manaus,http://www.culturamazonas.am.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80139
80140,Museu Municipal Manuel Gomez Filho,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,PR,Céu Azul,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80140
80141,Museu Rosa Bororo,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MT,Rondonópolis,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80141
80143,Museu da Diversidade Sexual,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,SP,São Paulo,https://www.museudadiversidadesexual.org.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80143
80144,Museu Municipal de Rodeio Bonito,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RS,Rodeio Bonito,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80144
80145,Museu do Porto de Natal,PRIVADA – Não informada,Aberto,Museu de Território/Ecomuseu,História,RN,Natal,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80145
80146,Museu Rodoviário de Paraibuna,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RJ,Comendador Levy Gasparian,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80146
80147,Sala da Memória do Hospital Universitário Professor Alberto Antunes - Universidade Federal de Alagoas,PÚBLICA – Federal,Aberto,Clássico/Tradicional,História,AL,Maceió,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80147
80148,Museu Histórico Geringonza,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RS,Faxinal do Soturno,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80148
80149,Museu do Brejo Paraibano (Museu da Rapadura) - Universidade Federal da Paraíba,PÚBLICA – Federal,Aberto,Clássico/Tradicional,História,PB,Areia,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80149
80150,Parque Estadual Ilha do Mel,PÚBLICA – Estadual/Distrital,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Paranaguá,http://www.uc.pr.gov.br/modules/ucps/aviso.php?codigo_cat=7,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80150
80151,Museu do Têxtil e da Moda da Universidade Regional de Blumenau,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,SC,Blumenau,http://www.furb.br/museudotextil,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80151
80152,Museu da Pmpa,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,PA,Belém (Pará),http://www.pm.pa.gov.br/?q=node/1818,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80152
80153,Museu do Universo - Fundação Planetário da Cidade do Rio de Janeiro,PÚBLICA – Municipal,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",RJ,Rio de Janeiro,http://planeta.rio/museu-do-universo/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80153
80154,Museu Histórico - Instituto Butantan,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,SP,São Paulo,http://www.butantan.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80154
80155,Museu de Sant'ana,PRIVADA – Fundação,Aberto,Clássico/Tradicional,Antropologia e arqueologia,MG,Tiradentes,http://www.museudesantana.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80155
80156,Museu Itinerante Memória Carris,PRIVADA – Empresa,Aberto,Clássico/Tradicional,História,RS,Porto Alegre,http://www.carris.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80156
80157,Museu Crisantho Jobim,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,AM,Manaus,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80157
80158,Museu Oboé de Arte Cearense,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,CE,Fortaleza,http://www.oboe.com.br/instituto/museudeartes.asp,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80158
80159,Museu das Comunicações e Humanidades - MUSEHUM,PRIVADA – Empresa,Aberto,Clássico/Tradicional,Meios de comunicação e transporte,RJ,Rio de Janeiro,https://oifuturo.org.br/espacos/musehum/#sobre,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80159
80160,Museu das Culturas Indígenas,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,Antropologia e arqueologia,SP,São Paulo,http://museudasculturasindigenas.org.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80160
80161,Museu de Zoologia do Instituto Federal de Minas Gerais - Campus S. J. Evangelista,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",MG,São João Evangelista,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80161
80162,Aquário Natal,PRIVADA – Empresa,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",RN,Extremoz,http://www.aquarionatal.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80162
80163,Museu de História Natural de Alta Floresta,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",MT,Alta Floresta,http://www.samaf.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80163
80164,Museu de História Natural do Colégio Dante Alighieri,PRIVADA – Empresa,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",SP,São Paulo,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80164
80165,Museu Tiradentes da Polícia Militar do Amazonas,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,AM,Manaus,http://www.cultura.am.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80165
80166,Museu do Catetinho,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,DF,Brasília,http://www.sc.df.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80166
80168,Museu Municipal de Paulínia Bortolo José Ferro,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,SP,Paulínia,http://www.paulinia.sp.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80168
80169,Museu da Fazenda Primavera,PARTICULAR,Aberto,Clássico/Tradicional,História,BA,Ilhéus,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80169
80170,Parque Estadual da Pedra Branca,PÚBLICA – Estadual/Distrital,Aberto,Unidade de conservação da natureza,"Ciências exatas, da terra, biológicas e da saúde",RJ,Rio de Janeiro,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80170
80171,Museu UNICA - Universo da Criança e do Adolescente,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",BA,Camaçari,https://www.facebook.com/museunica.cds/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80171
80172,Museu de História e Folclore Maria Olímpia,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,SP,Olímpia,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80172
80173,Museu Histórico de Chopinzinho,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,PR,Chopinzinho,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80173
80174,Museu de Cera Dreamland - MCG Entreterimento Ltda,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,RS,Gramado,http://www.museudeceradreamland.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80174
80177,Museu Pau-Brasil,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,BA,Jucuruçu,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80177
80179,Museu Municipal da Estância de Socorro Dr. João Batipsta Gomes,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Socorro,https://www.facebook.com/museu.socorro/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80179
80175,Centro de Memória do Circo,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,São Paulo,http://www.prefeitura.sp.gov.br/cidade/secretarias/cultura/patrimonio_historico/memoria_do_circo/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80175
80180,Museu da Medicina do Pará,PRIVADA – Não informada,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",PA,Belém (Pará),http://www.smcp.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80180
80176,Museu de Arte Sacra de Santos,PRIVADA – Organização Religiosa,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,Santos,http://www.mass.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80176
80181,Casa de Cultura Huguenote Daniel de La Touche,PRIVADA – Associação,Aberto,Clássico/Tradicional,História,MA,São Luís,http://casadeculturahuguenote.com,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80181
80178,Museu Histórico e Pedagógico Marechal Cândido Rondon,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,SP,Araçatuba,http://museumarechalrondon.blogspot.com/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80178
80182,Museu Carmen Miranda,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,RJ,Rio de Janeiro,http://www.cultura.rj.gov.br/apresentacao-espaco/museu-carmen-miranda,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80182
80183,Casa da Cultura de Boa Ventura de São Roque,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,PR,Boa Ventura de São Roque,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80183
80184,Museu Histórico e Artístico de Cláudio,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MG,Cláudio,http://www.prefeituradeclaudio.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80184
80185,Museu Histórico e Cultural de Holambra,PRIVADA – Associação,Aberto,Clássico/Tradicional,História,SP,Holambra,http://www.museuholambra.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80185
80186,Museu do Sambaqui da Beirada,PÚBLICA – Municipal,Aberto,Museu de Território/Ecomuseu,Antropologia e arqueologia,RJ,Saquarema,https://www.saquarema.rj.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80186
80187,Museu da Música Tonico &amp; Tinoco e Pedro Bento &amp; Zé da Estrada,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Pratânia,https://turismo.pratania.sp.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80187
80188,Museu e Biblioteca Érico Mário Raabe,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RS,Pantano Grande,http://www.pantanogrande.rs.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80188
80189,Museu Didático do Corpo Humano - Universidade de Taubaté - UNITAL,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",SP,Taubaté,http://web.unitau.br/projetos-extensao/museu-humano.html,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80189
80190,Museu do Horto,PRIVADA – Não informada,Aberto,Museu de Território/Ecomuseu,História,RJ,Rio de Janeiro,http://www.museudohorto.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80190
80191,Museu do Zé do Carmo,PARTICULAR,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",PE,Goiana (Pernambuco),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80191
80192,Museu Histórico de Sinop,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MT,Sinop,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80192
80193,Museu de Paleontologia de Marília,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,Antropologia e arqueologia,SP,Marília,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80193
80194,Memorial da Advocacia Sergipana,MISTA,Aberto,Clássico/Tradicional,História,SE,Aracaju,http://oabsergipe.org.br/memorial/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80194
80195,Museu do Café - Campinas,PÚBLICA – Municipal,Fechado,Clássico/Tradicional,História,SP,Campinas,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80195
80196,Museu da Água de Piracicaba,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Piracicaba,http://www.semaepiracicaba.sp.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80196
80197,Museu Municipal Histórico e Pedagógico Comendador Virgolino de Oliveira,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Itapira,https://museusitapira.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80197
80198,Museu Arqueológico do Carste do Alto São Francisco,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,MG,Pains,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80198
80199,Museu Padre Antônio Brilhante,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RN,Patu,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80199
80200,Museu Antonio Parreiras,PÚBLICA – Estadual/Distrital,Fechado,Clássico/Tradicional,"Artes, arquitetura e linguística",RJ,Niterói,http://www.cultura.rj.gov.br/apresentacao-espaco/museu-antonio-parreiras,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80200
80201,"Museu Histórico, Folclórico e Pedagógico Monteiro Lobato",PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,SP,Taubaté,http://www.museumonteirolobato.com.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80201
80202,Reserva Ecológica da Juatinga,PÚBLICA – Estadual/Distrital,Aberto,Unidade de conservação da natureza,Antropologia e arqueologia,RJ,Paraty,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80202
80203,Museu Casa do Colono,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,RJ,Petrópolis,https://www.facebook.com/museucasadocolonopetropolis/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80203
80204,Museu de Anatomia da Universidade Federal de Mato Grosso do Sul,PÚBLICA – Federal,Fechado,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",MS,Campo Grande (Mato Grosso do Sul),https://museuanatomia.ufms.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80204
80205,Parque Estadual da Serra da Tiririca,PÚBLICA – Estadual/Distrital,Aberto,Unidade de conservação da natureza,"Ciências exatas, da terra, biológicas e da saúde",RJ,Niterói,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80205
80206,Herbário do Departamento de Botânica (Universidade de São Paulo),PÚBLICA – Estadual/Distrital,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",SP,São Paulo,https://www.ib.usp.br/botanica/mais-informacoes/herbario.html,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80206
80207,Museu Municipal de Luminárias Professor Doutor Carlos Ribeiro Diniz,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,MG,Luminárias,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80207
80208,Casa das Canoas,PRIVADA – Fundação,Fechado,Clássico/Tradicional,"Artes, arquitetura e linguística",RJ,Rio de Janeiro,http://www.niemeyer.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80208
80209,Fundação José e Paulina Nemirovsky,PRIVADA – Fundação,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",SP,São Paulo,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80209
80210,Memorial Feminino da Academia Literária,PRIVADA – Associação,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RS,Porto Alegre,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80210
80212,Museu Histórico da Fortaleza de Santo Amaro da Barra Grande,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Guarujá,http://www.fortalezadabarra.wordpress.com,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80212
80211,Centro Cultural do Patrimônio Paço Imperial,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RJ,Rio de Janeiro,http://www.amigosdopacoimperial.org.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80211
80213,Museu Vivo do Padre Cícero - Casarão do Padre Cícero,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,CE,Juazeiro do Norte,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80213
80214,Museu Janete Costa de Arte Popular,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,RJ,Niterói,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80214
80215,Museu Latino Americano,PRIVADA – Não informada,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,MS,Campo Grande (Mato Grosso do Sul),http://www.latino.g12.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80215
80217,Museu Histórico Municipal José Fontoura Ferreira,PÚBLICA – Municipal,Aberto,- NÃO INFORMADO -,- NÃO INFORMADO -,RS,Estrela Velha,http://www.estrelavelha.rs.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80217
80219,Museu Paulista de Antiguidades Mecânicas - Roberto Lee,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Caçapava,https://web.facebook.com/museurobertolee/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80219
80220,Hard Rock Cafe Gramado,PRIVADA – Empresa,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",RS,Gramado,https://www.hardrockcafe.com/location/gramado/pt/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80220
80221,Parque Memorial Quilombo dos Palmares,PÚBLICA – Federal,Aberto,Museu de Território/Ecomuseu,Antropologia e arqueologia,AL,União dos Palmares,http://serradabarriga.palmares.gov.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80221
80222,Herbário MFS Professora Doutora Marlene Freitas da Silva - Universidade do Estado do Pará,PÚBLICA – Estadual/Distrital,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",PA,Belém (Pará),http://paginas.uepa.br/herbario/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80222
80223,Museu da Imagem e do Som (Macapá),PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,História,AP,Macapá,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80223
80224,Observatório Didático de Astronomia - Lionel José Andriatto - Universidade Estadual Paulista - UNESP/Bauru,PÚBLICA – Estadual/Distrital,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",SP,Bauru,http://www.fc.unesp.br/observatório,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80224
80225,Museu Potigatapuia,PRIVADA – Não informada,Aberto,Clássico/Tradicional,História,CE,Monsenhor Tabosa,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80225
80226,Museu Histórico Beato José de Anchieta,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SP,Pedreira,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80226
80227,Casa da Cultura de Urupema,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,SC,Urupema,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80227
80228,Museu das Pedras Preciosas e Mineralogia Egisto Dal Santo,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,Antropologia e arqueologia,RS,Soledade (Rio Grande do Sul),https://www.facebook.com/museudaspedraspreciosasemineralogia/?fref=ts,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80228
80229,Jardim Botânico da Universidade Federal de Santa Maria,PÚBLICA – Federal,Aberto,"Jardim zoológico, botânico, herbário, oceanário ou planetário","Ciências exatas, da terra, biológicas e da saúde",RS,Santa Maria (Rio Grande do Sul),http://www.ufsm.br/jbsm,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80229
80230,Museu da Fotografia - Fortaleza,PARTICULAR,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",CE,Fortaleza,http://museudafotografia.com.br/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80230
80231,Casa da Memória de Virmond,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,PR,Virmond,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80231
80232,Museu de Minerais e Rochas - Parque Pedra da Cebola,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",ES,Vitória,http://www.vitoria.es.gov.br,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80232
80233,Museu de Solos do Brasil Universidade Federal Rural do Rio de Janeiro,PÚBLICA – Federal,Aberto,Clássico/Tradicional,"Ciências exatas, da terra, biológicas e da saúde",RJ,Seropédica,http://msbufrrj.org/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80233
80234,Museu Histórico Municipal Professor José Alexandre Vieira,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,História,PR,Palmas (Paraná),,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80234
80235,Memorial Mauro Leite Soares - TRF 1,PÚBLICA – Federal,Aberto,Clássico/Tradicional,História,DF,Brasília,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80235
80236,Galeria Homero Massena,PÚBLICA – Estadual/Distrital,Aberto,Clássico/Tradicional,"Artes, arquitetura e linguística",ES,Vitória,https://midiateca.es.gov.br/galeriahomeromassena/,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80236
80237,Centro Cultural Lóttus,- NÃO INFORMADA -,Aberto,Clássico/Tradicional,História,RJ,Rio de Janeiro,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80237
80238,Museu da Escola Municipal Filomena Sampaio de Souza,PÚBLICA – Municipal,Aberto,Clássico/Tradicional,"Educação, esporte e lazer",RN,Portalegre,,https://cadastro.museus.gov.br/?post_type=tnc_col_208_item&p=80238
